Edge,Weight,Node_u_label,Node_v_label,Source_id,Target_id
624235337273177539161176326505068371443306109387-960372219117936199562012985646945759096300274550,21376.0,ack_flag_number <= 0.1,Rate > 669.21,624235337273177539161176326505068371443306109387,960372219117936199562012985646945759096300274550
624235337273177539161176326505068371443306109387-265164409785125000337025115981884796686465554463,21904.0,ack_flag_number <= 0.1,Tot sum > 5965.5,624235337273177539161176326505068371443306109387,265164409785125000337025115981884796686465554463
402906162017670122506265404551317967736573309216-674196853837619115087533412010134527129516958514,14561.0,Tot size <= 721.5,IAT > 0.0,402906162017670122506265404551317967736573309216,674196853837619115087533412010134527129516958514
327053324170183204674031350746307237115263611826-908330053850651092074876839164236996542219951709,15198.0,Tot size <= 62.99,Number > 12.5,327053324170183204674031350746307237115263611826,908330053850651092074876839164236996542219951709
327053324170183204674031350746307237115263611826-490288992419340851103471347159887135086874719483,15200.0,Tot size <= 62.99,Number > 16.0,327053324170183204674031350746307237115263611826,490288992419340851103471347159887135086874719483
908330053850651092074876839164236996542219951709-232461901136382909872665715972494107355194419282,15198.0,Number > 12.5,LLC > 0.94,908330053850651092074876839164236996542219951709,232461901136382909872665715972494107355194419282
908330053850651092074876839164236996542219951709-703354571316526670705826685636552632944029910339,25461.0,Number > 12.5,Class DoS/DDoS,908330053850651092074876839164236996542219951709,703354571316526670705826685636552632944029910339
232461901136382909872665715972494107355194419282-703354571316526670705826685636552632944029910339,15198.0,LLC > 0.94,Class DoS/DDoS,232461901136382909872665715972494107355194419282,703354571316526670705826685636552632944029910339
490288992419340851103471347159887135086874719483-703354571316526670705826685636552632944029910339,15200.0,Number > 16.0,Class DoS/DDoS,490288992419340851103471347159887135086874719483,703354571316526670705826685636552632944029910339
13143449079645779264213200188640174150642751292-997539355458254244571212073762646371745047622010,17342.0,Variance <= 11647.6,Rate <= 181063.55,13143449079645779264213200188640174150642751292,997539355458254244571212073762646371745047622010
997539355458254244571212073762646371745047622010-1283157300508050323013809171883556607780373106600,17342.0,Rate <= 181063.55,Time_To_Live > 61.78,997539355458254244571212073762646371745047622010,1283157300508050323013809171883556607780373106600
1205794517085955892190441569471599920599031313020-1125215929017646742599533041742513381208535861229,18051.0,Std <= 124.64,AVG <= 666.06,1205794517085955892190441569471599920599031313020,1125215929017646742599533041742513381208535861229
991077255200765236987696860251901756883563763549-539654624076749484069434299544952645435113656225,18844.0,Max <= 803.5,Telnet <= 0.0,991077255200765236987696860251901756883563763549,539654624076749484069434299544952645435113656225
539654624076749484069434299544952645435113656225-703354571316526670705826685636552632944029910339,18844.0,Telnet <= 0.0,Class DoS/DDoS,539654624076749484069434299544952645435113656225,703354571316526670705826685636552632944029910339
609582868919628906943679261492406568140299245150-35369181419355985234419995978796054021066819216,19373.0,Rate > 1147.0,Tot sum > 5965.0,609582868919628906943679261492406568140299245150,35369181419355985234419995978796054021066819216
35369181419355985234419995978796054021066819216-240432388360939171694781277912371607478304293723,19373.0,Tot sum > 5965.0,Number > 11.5,35369181419355985234419995978796054021066819216,240432388360939171694781277912371607478304293723
1039268936451367663632860312739660554909116889619-265164409785125000337025115981884796686465554463,19906.0,ack_count <= 3.5,Tot sum > 5965.5,1039268936451367663632860312739660554909116889619,265164409785125000337025115981884796686465554463
960372219117936199562012985646945759096300274550-151086482158745331853352841239232195217218750964,21376.0,Rate > 669.21,Tot size <= 970.98,960372219117936199562012985646945759096300274550,151086482158745331853352841239232195217218750964
151086482158745331853352841239232195217218750964-1245406723190135219943199717374607889961516359156,21376.0,Tot size <= 970.98,Number > 11.0,151086482158745331853352841239232195217218750964,1245406723190135219943199717374607889961516359156
915934335915084089623335188256102403558618268605-703354571316526670705826685636552632944029910339,21376.0,LLC > 0.86,Class DoS/DDoS,915934335915084089623335188256102403558618268605,703354571316526670705826685636552632944029910339
381769665212252081230293747969820041211648327914-703354571316526670705826685636552632944029910339,21904.0,Rate > 91.99,Class DoS/DDoS,381769665212252081230293747969820041211648327914,703354571316526670705826685636552632944029910339
372642444799816041694164114553795421613254901355-703354571316526670705826685636552632944029910339,22029.0,AVG <= 599.41,Class DoS/DDoS,372642444799816041694164114553795421613254901355,703354571316526670705826685636552632944029910339
303296443544764722051227217830864928274730168707-1341094497353571418319768081553120496649707545523,22140.0,Rate > 1319.67,Header_Length <= 21.18,303296443544764722051227217830864928274730168707,1341094497353571418319768081553120496649707545523
1004306843730028786066540523215282685019378287335-881628252635621084750814762093090114513283890033,23202.0,ack_flag_number <= 0.59,psh_flag_number <= 0.1,1004306843730028786066540523215282685019378287335,881628252635621084750814762093090114513283890033
732492459352802983988368572173578474720121195817-1423415856153973161933223645538645235042800027787,23202.0,Tot size <= 958.05,Time_To_Live > 61.2,732492459352802983988368572173578474720121195817,1423415856153973161933223645538645235042800027787
787048127316270964323692211227440410420141584501-671949503053795505998684551190780352504710539557,23202.0,Variance <= 398961.84,Time_To_Live <= 95.87,787048127316270964323692211227440410420141584501,671949503053795505998684551190780352504710539557
671949503053795505998684551190780352504710539557-622649677702198916039220330632367821676274328979,23202.0,Time_To_Live <= 95.87,DNS <= 0.17,671949503053795505998684551190780352504710539557,622649677702198916039220330632367821676274328979
622649677702198916039220330632367821676274328979-368136863819188400110657394857539294709760590896,23202.0,DNS <= 0.17,Min > 48.0,622649677702198916039220330632367821676274328979,368136863819188400110657394857539294709760590896
368136863819188400110657394857539294709760590896-1109307915479772492230693105897794416028184701012,23202.0,Min > 48.0,IPv > 0.81,368136863819188400110657394857539294709760590896,1109307915479772492230693105897794416028184701012
728908325170040173788032888167898809472915493865-300055835468973060813722108799277211115350246183,24559.0,Header_Length <= 20.38,ARP <= 0.1,728908325170040173788032888167898809472915493865,300055835468973060813722108799277211115350246183
1442802046963895858168922464185347323032452229067-1242074094213274666803667927274434019568687379698,25010.0,Time_To_Live <= 69.8,HTTPS <= 0.1,1442802046963895858168922464185347323032452229067,1242074094213274666803667927274434019568687379698
667429767284158547254199917470297407896432065842-703354571316526670705826685636552632944029910339,27034.0,IRC <= 0.0,Class DoS/DDoS,667429767284158547254199917470297407896432065842,703354571316526670705826685636552632944029910339
